"affvc_elev","affvc_mat","affvc_map"
"1",485.366510391082,53.9370971068108,894.484749718528
"2",2031.14512121767,91.517120142899,496.502206693744
"3",40.7258552976912,35.5604224553962,632.116823699798
"4",613.627399043625,107.505905726284,2277.66815297813
"5",1520.93783961599,128.728595615314,1742.98602471398
"6",1232.59797318526,83.937810794274,1393.00679110742
"7",2415.27935630448,12.9190084994809,749.841666006558
"8",2130.53045858613,77.6079391387732,1848.05284200517
"9",1447.41914317647,47.412368653027,2162.85537626983
"10",614.088470803352,94.0059627901051,1887.70613499456
"11",1167.62425027936,88.9943016190623,1720.12610144795
"12",1596.7963883988,114.957661832123,2230.96817353873
"13",1889.87187228749,3.46416547100777,1243.6748230022
"14",964.174102834391,66.8136005266354,2006.34832594158
"15",779.711067798454,82.8842721590434,1473.83267058663
"16",1241.63742450725,42.1774286912455,1886.39788891014
"17",556.315280234749,128.151889938432,1526.05004871853
"18",300.930842775874,15.875063908479,86.4448085357963
"19",1201.74812157486,17.2180340998628,432.786325302015
"20",945.785914864629,59.1265977941923,1379.37457513586
"21",785.85362468937,153.001987952396,323.95815101983
"22",113.814151565896,46.1628856194969,1064.07542585809
"23",2392.88672428493,44.2346272540343,1007.17768737214
"24",112.158342477309,44.7255902991236,546.60773818096
"25",1299.45164742876,13.8163537849442,203.548871338578
"26",1214.10883876748,79.345736214921,1551.50984333252
"27",1548.81068476975,37.2751934274281,1494.10980917571
"28",1589.61102240865,20.822204288511,329.140926914127
"29",2594.99959906944,48.5825408003803,1562.06493743383
"30",784.277868744854,112.7901665276,1005.64250223877
"31",475.067726936088,16.7643411429625,653.364372745075
"32",1020.20316825028,108.524195677832,1220.15458774369
"33",1790.08580487909,56.6682860452525,578.771887191025
"34",1476.69939491359,25.5307234000328,752.101953236994
"35",68.756738138462,100.054760338386,723.579195227638
"36",2385.8396835418,12.9983727152987,487.218085468851
"37",2157.22143516991,31.2013326093997,2181.67817646514
"38",1546.4240946603,32.6463920968818,1226.05232643415
"39",75.6421902175359,88.3029112368728,937.458428115456
"40",1779.30767930972,108.104859316619,2010.59046267877
"41",989.761834485561,11.9258765337135,2701.88444136133
"42",2085.04472515898,21.7940579447718,774.868133170371
"43",775.982126895079,90.2194053841156,2693.98839609052
"44",1181.60956794726,3.86027914548306,1615.58137257547
"45",2633.41640360675,35.5679575107654,1155.77185539878
"46",512.855355903066,39.5650893143601,143.880511165105
"47",2440.56461045752,142.503626169343,884.838706274867
"48",1068.85146417959,17.5107030316883,1279.69230811392
"49",1081.5249266751,111.632000077524,1310.34433477327
"50",1292.67887229761,68.2476617625507,2191.15809395752
"51",1301.62343817411,117.527078161688,657.157212326934
"52",1231.20183363655,139.157554461123,2190.89967206062
"53",1236.1581764277,88.3640645975624,2482.10167999605
"54",1091.83957674429,60.5516786263264,1881.77966524366
"55",2003.37975553226,96.5931769424386,1398.77234971111
"56",1556.48744152108,47.9928189917755,461.272425494134
"57",1531.59081721537,101.743779839572,331.582480453449
"58",906.807104389322,84.8908952050286,20.6077213254177
"59",1638.73621848953,22.3220382317987,85.8665750081085
"60",1747.96628523608,13.8769054488866,2049.765830255
"61",1975.01735055507,27.3925397169631,1634.1739862809
"62",652.566175922328,30.0343750803715,955.431090774787
"63",1313.89646643134,54.0252263523736,88.4514522022416
"64",982.544540234226,53.1887138662279,127.242679046814
"65",260.713935423823,91.4144999037556,2091.97312462854
"66",466.096189996811,93.6870301374179,1465.9985117614
"67",1373.08750111221,116.816443287128,2644.38089382738
"68",1412.3403231779,58.9165145878669,1817.18295513741
"69",124.583891732506,54.5261921543571,804.28974346568
"70",588.470281937045,99.3412984798883,558.274781741123
"71",2480.48905970768,76.8178728513645,979.837030380282
"72",1861.29558055328,74.6214950496944,1650.9847057691
"73",834.105963366275,104.591822783509,281.694827948429
"74",981.936618871356,95.9855377216659,1294.15547188395
"75",2759.66041762291,76.2307789454998,1281.2889894625
"76",1239.92292965415,49.5223172650897,471.742341915208
"77",1749.88438465525,67.5388544382404,1044.13251312471
"78",114.645605740083,15.6305269697844,592.879167565684
"79",1198.98053352355,80.8205068126041,1255.16233663361
"80",1685.09186420036,90.9022867359621,1838.72309253362
"81",749.27384144662,99.0874392022056,84.8896779053845
"82",488.004951115476,69.3293738824835,104.583592213716
"83",669.599413131821,81.1654668306943,1794.90759673861
